cliente_id,venda_id,produto_id,valor,data_venda,nome,data_nascimento
637,292,144,1386.91,2023-02-15,Rafaellle,1950-07-12
858,372,150,1152.11,2023-02-15,Binni,1954-12-14
177,663,123,1255.51,2023-02-15,Joseph,1971-07-08
186,1214,129,260.5,2023-02-15,Janel,1996-02-09
911,1323,113,186.32,2023-02-15,Michal,1953-08-04
104,1394,142,611.95,2023-02-15,Joella,1974-05-08
961,1695,134,858.24,2023-02-15,Auberta,1969-05-25
529,1878,100,1037.15,2023-02-15,Shae,2019-06-30
561,1891,124,1429.18,2023-02-15,Ludovico,2009-09-15
564,1963,143,1144.16,2023-02-15,Esmaria,1993-07-07
707,2378,104,1051.61,2023-02-15,Leela,1983-11-10
185,2873,128,635.7,2023-02-15,Saree,1957-05-24
241,3124,145,1351.73,2023-02-15,Ladonna,1995-08-25
946,3220,106,656.33,2023-02-15,Chad,1957-11-27
421,3456,103,840.34,2023-02-15,Cristian,2022-05-24
458,3532,129,353.18,2023-02-15,Reynolds,2002-07-17
942,3551,128,540.32,2023-02-15,Jania,1987-08-13
184,3646,104,1361.91,2023-02-15,Becca,2006-01-01
222,3809,141,555.85,2023-02-15,Sonnie,1980-07-15
722,3990,104,902.87,2023-02-15,Thomas,2015-08-25
214,4107,132,22.05,2023-02-15,Cletis,1971-05-27
960,4127,129,307.85,2023-02-15,Dante,2020-09-26
452,4262,137,1411.05,2023-02-15,Brynne,1987-01-04
293,4514,128,400.19,2023-02-15,Kimberly,2021-07-28
296,4522,107,588.55,2023-02-15,Britte,1983-12-19
202,4783,142,1390.11,2023-02-15,Joanie,1954-11-15
32,4977,100,600.09,2023-02-15,Cary,1980-05-17
416,5488,133,57.79,2023-02-15,Cristine,2011-08-03
137,5634,105,580.59,2023-02-15,Cristy,1975-03-18
521,5653,128,892.78,2023-02-15,Tarrah,1994-03-21
403,6098,129,479.83,2023-02-15,Dunn,2009-04-30
77,6453,149,170.36,2023-02-15,Hyatt,1965-12-30
948,6569,133,679.46,2023-02-15,Aurie,1985-06-22
330,6803,130,325.08,2023-02-15,Ivett,1995-11-30
503,6945,143,1327.65,2023-02-15,James,1971-01-27
435,7013,128,970.84,2023-02-15,Jeralee,1971-10-09
800,7099,120,462.37,2023-02-15,Jaimie,1999-12-11
551,7265,148,982.04,2023-02-15,Michael,1964-06-23
413,7544,123,479.89,2023-02-15,Bellina,2006-09-06
331,7599,150,339.35,2023-02-15,Misty,2012-11-02
761,7686,111,693.41,2023-02-15,Sayres,1953-02-18
226,7735,114,659.99,2023-02-15,Corbie,1983-09-25
855,7776,148,1336.55,2023-02-15,Nancee,2011-10-19
15,7862,112,1454.04,2023-02-15,Seumas,1981-10-19
979,7886,101,608.88,2023-02-15,Julieta,2013-08-02
998,8214,129,1015.14,2023-02-15,Freedman,1967-05-05
84,8629,124,103.46,2023-02-15,Chance,1963-08-30
521,8664,121,773.09,2023-02-15,Tarrah,1994-03-21
630,8848,116,147.22,2023-02-15,Billy,1973-09-02
592,8972,138,1029.33,2023-02-15,Zitella,2019-01-14
71,9276,129,1465.18,2023-02-15,Alwyn,1991-11-12
92,9598,114,1128.18,2023-02-15,Didi,1958-02-19
143,9624,130,154.77,2023-02-15,Dodie,2012-08-27
305,9896,134,1211.91,2023-02-15,Verine,1970-11-02
560,9945,125,1479.97,2023-02-15,Corbett,1953-10-12
336,9972,106,281.66,2023-02-15,Hanny,1999-07-11
813,10049,125,1043.69,2023-02-15,Sal,1960-11-15
509,10794,132,599.15,2023-02-15,Lorianne,1967-06-17
663,11102,143,17.08,2023-02-15,Rollie,1994-08-22
27,11134,121,193.16,2023-02-15,Judi,1965-04-24
336,11304,113,1285.24,2023-02-15,Hanny,1999-07-11
199,11365,148,212.86,2023-02-15,Charmion,2018-06-12
690,11513,122,987.93,2023-02-15,Timofei,2009-08-12
843,11785,106,712.17,2023-02-15,Sim,1994-06-02
747,11857,126,1020.52,2023-02-15,Armstrong,2000-09-07
998,11978,131,672.92,2023-02-15,Freedman,1967-05-05
