cliente_id,venda_id,produto_id,valor,data_venda,nome,data_nascimento
379,489,109,113.73,2023-01-30,Ardith,1996-09-02
181,768,134,169.85,2023-01-30,Valaria,1958-11-27
457,880,110,1343.29,2023-01-30,Alejandrina,2015-02-24
869,1196,104,439.53,2023-01-30,Marinna,1981-07-13
782,1205,147,926.08,2023-01-30,Romola,1987-02-24
637,1642,114,136.8,2023-01-30,Rafaellle,1950-07-12
864,1756,125,1495.83,2023-01-30,Christiana,1995-11-18
257,1767,147,647.08,2023-01-30,Meredith,2011-05-05
835,1833,146,1032.64,2023-01-30,Kylila,2008-12-10
726,1899,120,510.22,2023-01-30,Nels,1978-10-18
615,1964,147,106.25,2023-01-30,Herbie,1974-05-14
966,2204,121,1418.52,2023-01-30,Gerladina,2002-04-20
134,2302,135,70.14,2023-01-30,Gilbertine,1956-04-26
555,2319,131,494.93,2023-01-30,Rhoda,1989-02-13
542,2412,140,928.86,2023-01-30,Mela,2019-03-21
292,2480,103,575.4,2023-01-30,Kristan,1970-09-16
357,2625,136,1084.26,2023-01-30,Randi,1985-03-05
299,2854,100,1320.24,2023-01-30,Wheeler,2003-06-21
232,2918,149,225.32,2023-01-30,Sibelle,2020-01-26
244,3092,115,236.14,2023-01-30,Colin,2018-02-17
791,3145,125,125.24,2023-01-30,Rainer,2002-08-19
773,3280,101,43.75,2023-01-30,Adoree,1952-03-30
417,3323,109,643.27,2023-01-30,Shane,2025-04-30
666,3734,117,1144.87,2023-01-30,Brenn,1952-03-25
839,3839,115,438.91,2023-01-30,Briny,2000-05-14
112,4026,147,832.11,2023-01-30,Gino,1955-03-25
938,4130,103,217.17,2023-01-30,Bobbette,2011-06-09
538,4493,131,1233.42,2023-01-30,Cozmo,1956-08-27
947,4540,102,1062.21,2023-01-30,Ethel,1968-01-27
287,4628,128,206.29,2023-01-30,Carmine,1951-03-25
219,4642,148,970.28,2023-01-30,Skell,1970-06-02
353,5144,101,16.89,2023-01-30,Claudelle,2015-03-27
918,5175,122,894.35,2023-01-30,Yvor,1979-04-30
581,5247,137,915.43,2023-01-30,Margaux,2023-04-16
925,5385,113,1186.3,2023-01-30,Donalt,1955-12-23
754,5452,127,175.29,2023-01-30,Eda,1967-10-03
