cliente_id,venda_id,produto_id,valor,data_venda,nome,data_nascimento
530,130,113,995.77,2023-06-24,Harmon,1955-11-15
69,195,113,1404.29,2023-06-24,Erich,2008-07-04
140,247,116,456.4,2023-06-24,Tammy,1959-05-08
343,272,123,695.26,2023-06-24,Tova,1975-12-09
249,476,131,151.32,2023-06-24,Hayes,1982-01-05
290,517,146,1291.42,2023-06-24,Monroe,2017-02-14
648,739,134,1136.4,2023-06-24,Angie,1953-10-31
865,1083,103,210.91,2023-06-24,Sarita,2003-09-28
423,1183,142,395.27,2023-06-24,Currie,1973-08-08
4,1240,126,729.81,2023-06-24,Vaughn,2007-09-02
670,1597,109,145.77,2023-06-24,Jeremie,1981-04-09
635,1726,120,1155.87,2023-06-24,Rubina,1972-01-11
736,2197,121,1334.57,2023-06-24,Alric,2001-07-24
448,2774,148,259.37,2023-06-24,Gabriellia,2014-05-27
225,2849,129,414.63,2023-06-24,Leontyne,2004-07-23
610,2906,136,1450.37,2023-06-24,Vale,2009-04-05
78,3282,116,1054.39,2023-06-24,Arly,2001-11-18
540,3587,121,392.83,2023-06-24,Karlik,1983-09-16
55,4043,147,1065.16,2023-06-24,Nanny,1980-12-25
771,4159,114,1211.69,2023-06-24,Conrad,1957-03-08
544,4339,135,1254.2,2023-06-24,Catarina,2006-03-03
738,4376,121,1463.85,2023-06-24,Rayna,1990-08-26
403,4523,103,88.28,2023-06-24,Dunn,2009-04-30
159,4553,114,579.84,2023-06-24,Addia,2021-11-17
74,4615,133,454.45,2023-06-24,Prescott,2014-11-28
81,4625,122,411.29,2023-06-24,Doy,1992-10-09
999,4751,143,900.13,2023-06-24,Stuart,2021-12-23
505,4822,149,1186.13,2023-06-24,Carolin,2012-03-22
25,4856,113,1319.03,2023-06-24,Ashlan,2022-01-10
696,5160,141,1438.65,2023-06-24,Florry,1956-10-29
965,5173,135,883.15,2023-06-24,Neddie,1980-08-28
8,5611,126,548.47,2023-06-24,Marcus,2021-05-12
380,5885,112,1442.11,2023-06-24,Sheryl,1978-02-04
604,5984,129,248.37,2023-06-24,Camila,1977-09-02
230,6039,123,1408.97,2023-06-24,Dore,2001-04-16
327,6252,134,1121.07,2023-06-24,Vally,1981-04-11
966,6327,124,537.9,2023-06-24,Gerladina,2002-04-20
824,6499,140,509.73,2023-06-24,Eve,2021-02-24
644,6507,100,625.38,2023-06-24,Avie,1980-04-20
484,6516,117,505.68,2023-06-24,Althea,1979-09-26
864,6558,149,1211.26,2023-06-24,Christiana,1995-11-18
90,6610,137,630.74,2023-06-24,Faye,1982-04-30
169,6747,134,1049.0,2023-06-24,Lucas,1990-04-23
432,6852,149,1402.04,2023-06-24,Belle,1962-06-24
592,6865,126,1007.14,2023-06-24,Zitella,2019-01-14
584,7123,143,880.34,2023-06-24,Bill,2010-07-28
356,7321,123,1062.98,2023-06-24,Erinn,1981-05-10
135,7647,110,1451.37,2023-06-24,Harriett,1952-09-30
981,7680,116,615.9,2023-06-24,Garik,2013-05-04
971,7765,142,974.04,2023-06-24,Millisent,2002-04-21
800,8069,104,293.52,2023-06-24,Jaimie,1999-12-11
609,8086,130,684.17,2023-06-24,Dehlia,1965-12-12
235,8147,112,259.07,2023-06-24,Bernete,1982-03-18
479,8157,139,548.35,2023-06-24,Gilligan,1992-07-14
652,8369,115,89.06,2023-06-24,Carmon,2022-12-28
85,8400,137,827.95,2023-06-24,Lilah,1992-11-21
277,8514,150,590.65,2023-06-24,Alana,2005-11-12
207,9147,144,391.13,2023-06-24,Whitaker,1951-12-16
368,9345,115,1099.16,2023-06-24,Tod,1990-08-24
887,9396,117,1431.31,2023-06-24,Lennie,2009-08-27
531,9437,110,1159.98,2023-06-24,Jan,2011-04-13
765,9553,106,504.74,2023-06-24,Sig,1997-08-14
653,9575,126,568.57,2023-06-24,Rheba,1957-03-28
274,9656,116,529.41,2023-06-24,Nalani,2005-06-22
482,9772,148,1188.93,2023-06-24,Barry,2013-12-13
905,9822,148,976.06,2023-06-24,Dorey,2006-07-05
630,9977,136,976.36,2023-06-24,Billy,1973-09-02
943,10130,113,357.14,2023-06-24,Terrill,2014-04-19
807,10183,137,1408.04,2023-06-24,Viola,2013-07-22
606,10343,130,388.74,2023-06-24,Duky,1956-09-23
333,10520,125,466.52,2023-06-24,Tomaso,1956-12-19
235,10550,129,319.7,2023-06-24,Bernete,1982-03-18
211,10623,113,1130.35,2023-06-24,Winston,2016-10-10
936,10984,132,874.71,2023-06-24,Darell,2024-12-28
457,11284,103,822.2,2023-06-24,Alejandrina,2015-02-24
687,11373,123,607.27,2023-06-24,Waylan,2013-05-24
23,11637,100,877.13,2023-06-24,Andria,1967-12-10
570,11789,117,823.7,2023-06-24,Natividad,2005-10-13
434,11872,109,1478.45,2023-06-24,Clyde,2024-07-01
768,11935,129,1312.77,2023-06-24,Barrett,2005-06-21
597,12156,142,1374.69,2023-06-24,Anna-diana,1977-02-09
864,12736,115,343.5,2023-06-24,Christiana,1995-11-18
293,12816,116,1222.75,2023-06-24,Kimberly,2021-07-28
585,12905,107,485.32,2023-06-24,Grannie,2020-01-28
895,13088,117,372.31,2023-06-24,Nobie,2021-08-08
257,13144,135,703.7,2023-06-24,Meredith,2011-05-05
377,13232,130,890.4,2023-06-24,Tommie,1951-08-14
491,13236,123,1300.62,2023-06-24,Maynard,1986-03-30
304,13264,114,946.94,2023-06-24,Abra,1974-03-17
75,13337,146,448.93,2023-06-24,Tamra,1976-03-27
402,13427,110,1111.06,2023-06-24,Dorie,1982-06-01
