cliente_id,venda_id,produto_id,valor,data_venda,nome,data_nascimento
300,801,149,440.29,2023-06-19,Jacklin,2021-08-03
705,1119,134,646.27,2023-06-19,Cad,1992-11-08
28,1289,131,1102.72,2023-06-19,Carrissa,2022-07-20
92,1725,137,1219.36,2023-06-19,Didi,1958-02-19
998,1902,141,590.92,2023-06-19,Freedman,1967-05-05
793,1943,118,1183.76,2023-06-19,Waylin,1969-12-14
654,2006,127,98.53,2023-06-19,Skip,2019-07-24
188,2394,144,1402.78,2023-06-19,Sandro,2013-07-21
879,2406,129,794.12,2023-06-19,Karin,1951-12-14
177,2413,133,1474.73,2023-06-19,Joseph,1971-07-08
744,2717,111,478.53,2023-06-19,Sianna,1959-05-12
709,3082,114,339.19,2023-06-19,Langsdon,1973-02-10
730,3348,132,1410.01,2023-06-19,Valeria,1977-01-27
343,3430,130,907.78,2023-06-19,Tova,1975-12-09
555,3604,135,27.29,2023-06-19,Rhoda,1989-02-13
176,3621,118,893.63,2023-06-19,Thalia,1962-03-17
269,3828,110,1243.69,2023-06-19,Fancie,1985-03-16
853,3889,117,1408.93,2023-06-19,Nikoletta,1960-05-12
446,3935,115,309.85,2023-06-19,Leticia,1959-02-13
935,3951,118,155.45,2023-06-19,Kelbee,2016-12-25
495,4138,118,490.79,2023-06-19,Doralia,1953-05-28
414,4228,121,1482.09,2023-06-19,Morlee,1952-04-03
203,4269,129,1365.77,2023-06-19,Nance,1981-02-22
83,4282,126,1462.1,2023-06-19,Camilla,1973-06-03
846,4308,149,496.19,2023-06-19,Fiorenze,1963-02-14
541,4475,132,1171.56,2023-06-19,Almeria,1968-09-18
343,4521,144,139.04,2023-06-19,Tova,1975-12-09
135,4565,104,229.97,2023-06-19,Harriett,1952-09-30
844,4728,145,232.02,2023-06-19,Anabella,2025-03-05
294,4844,144,1166.77,2023-06-19,Paddy,1960-07-10
740,4971,127,632.1,2023-06-19,Trefor,2024-08-02
77,5178,133,1494.95,2023-06-19,Hyatt,1965-12-30
995,6149,123,537.19,2023-06-19,Coleman,1959-11-16
217,6372,126,1126.2,2023-06-19,Nat,1965-04-25
836,6423,142,943.86,2023-06-19,Faith,1986-03-14
758,6656,115,1334.18,2023-06-19,Dyann,1984-07-17
284,6665,131,238.08,2023-06-19,Carmelina,2012-01-20
931,6800,131,564.6,2023-06-19,Rudy,2013-05-21
937,6843,116,275.72,2023-06-19,Flynn,2005-05-23
599,7394,106,1228.49,2023-06-19,Egan,1989-04-26
390,7684,142,146.92,2023-06-19,Averil,2014-01-04
736,7769,141,739.45,2023-06-19,Alric,2001-07-24
115,7924,115,856.62,2023-06-19,Leandra,1975-03-23
721,8392,115,1341.89,2023-06-19,Hammad,2013-05-27
367,8825,110,1119.78,2023-06-19,Mersey,1970-01-31
783,9055,134,996.81,2023-06-19,Peggy,1985-11-24
738,9533,115,367.64,2023-06-19,Rayna,1990-08-26
792,9655,133,24.97,2023-06-19,Alanson,2024-09-09
287,9757,104,233.83,2023-06-19,Carmine,1951-03-25
580,9800,126,173.61,2023-06-19,Jeno,2022-05-22
876,10114,106,424.36,2023-06-19,Nigel,1970-11-28
580,10256,106,458.62,2023-06-19,Jeno,2022-05-22
523,10401,147,785.31,2023-06-19,Melesa,1992-08-06
583,10628,114,19.8,2023-06-19,Asher,1958-04-15
295,10656,130,1155.84,2023-06-19,Sampson,2000-08-15
114,10659,125,1220.6,2023-06-19,Darrin,1992-03-19
111,10689,117,1130.5,2023-06-19,Crista,1981-04-20
113,10868,119,908.73,2023-06-19,Dominique,1956-08-17
720,10878,133,482.3,2023-06-19,Buiron,2001-12-21
958,10946,145,838.73,2023-06-19,Alice,1950-01-13
902,11186,149,484.35,2023-06-19,Daryl,1953-09-26
891,11312,144,198.51,2023-06-19,Sherman,1960-09-10
592,12079,137,727.96,2023-06-19,Zitella,2019-01-14
373,12276,140,502.86,2023-06-19,Yolanthe,1964-11-29
368,12284,138,690.19,2023-06-19,Tod,1990-08-24
434,12919,132,1379.14,2023-06-19,Clyde,2024-07-01
977,12971,116,15.06,2023-06-19,Mikel,2004-02-07
680,13071,130,425.08,2023-06-19,Star,1979-02-15
191,13295,124,296.47,2023-06-19,Oralee,2016-01-18
988,13395,127,197.13,2023-06-19,Daffi,1963-06-28
508,13535,135,893.84,2023-06-19,Knox,1977-10-18
247,13659,121,1236.85,2023-06-19,Sidonia,1972-01-30
890,13841,104,1222.22,2023-06-19,Erda,1954-05-06
632,14043,116,1136.06,2023-06-19,Thane,1953-02-27
601,14638,102,182.47,2023-06-19,Dionisio,2019-03-20
86,14932,118,181.47,2023-06-19,Hillie,2004-05-12
897,15308,143,795.85,2023-06-19,Kelly,1957-09-18
770,15509,128,1030.11,2023-06-19,Lawton,1958-03-29
209,15769,108,990.85,2023-06-19,Charlotte,1992-01-25
666,16110,132,834.11,2023-06-19,Brenn,1952-03-25
945,16178,132,110.34,2023-06-19,Chris,1954-05-21
452,16263,111,1311.32,2023-06-19,Brynne,1987-01-04
109,16271,146,773.21,2023-06-19,Lemuel,1976-12-02
264,16296,145,883.62,2023-06-19,Leicester,2011-09-07
804,16597,141,809.34,2023-06-19,Ailina,1964-08-10
702,16622,135,1157.1,2023-06-19,Edyth,1991-05-22
362,16704,135,246.56,2023-06-19,Dusty,1960-03-01
994,16824,124,568.39,2023-06-19,Gregoire,1962-05-18
868,16843,105,514.74,2023-06-19,Wilow,2010-11-01
588,17138,127,611.6,2023-06-19,Koressa,2023-02-24
920,18463,132,347.3,2023-06-19,Carlin,1976-12-01
78,18686,119,1115.68,2023-06-19,Arly,2001-11-18
520,18724,123,659.96,2023-06-19,Toby,2001-10-12
323,18868,119,1231.46,2023-06-19,Codee,2000-07-01
610,19802,139,1126.71,2023-06-19,Vale,2009-04-05
120,20303,114,1287.85,2023-06-19,Lynnet,2022-08-27
341,20406,128,604.5,2023-06-19,Karly,1975-12-22
132,20790,123,1422.57,2023-06-19,Leicester,1968-11-06
407,20966,122,1350.88,2023-06-19,Malcolm,1990-04-02
481,21080,113,125.04,2023-06-19,Siouxie,1976-11-14
910,21154,130,562.95,2023-06-19,Graig,1964-04-27
276,21261,107,659.0,2023-06-19,Victor,1990-09-03
685,21390,141,901.35,2023-06-19,Phineas,2002-12-04
554,21711,109,1385.57,2023-06-19,Corinna,1988-08-14
901,21837,143,864.79,2023-06-19,Cinderella,1996-06-26
803,21853,109,287.33,2023-06-19,Jacky,1951-09-18
476,21953,118,1087.8,2023-06-19,Neel,1967-09-24
279,22019,122,676.87,2023-06-19,Arman,1972-09-23
180,22772,101,975.37,2023-06-19,Lilia,1999-11-17
708,22782,109,302.07,2023-06-19,Alfi,2007-11-13
384,23008,139,1255.3,2023-06-19,Pepi,2004-11-23
726,23093,130,407.28,2023-06-19,Nels,1978-10-18
61,23243,124,1390.59,2023-06-19,Debee,1966-04-17
95,23386,109,12.63,2023-06-19,Maribeth,1994-05-16
379,23548,103,1043.91,2023-06-19,Ardith,1996-09-02
818,23695,123,119.44,2023-06-19,Deana,1961-04-27
342,23844,108,56.54,2023-06-19,Guglielma,1988-02-14
981,23900,121,69.86,2023-06-19,Garik,2013-05-04
560,23981,118,828.73,2023-06-19,Corbett,1953-10-12
973,24114,103,605.97,2023-06-19,Clerissa,1981-01-04
769,24194,137,225.23,2023-06-19,Kent,2019-08-05
38,24728,110,277.43,2023-06-19,Kimbell,2004-11-08
519,25142,140,1083.1,2023-06-19,Pet,2016-02-05
3,25162,143,424.78,2023-06-19,Melamie,1967-07-05
419,25255,128,716.4,2023-06-19,Stewart,2012-02-10
396,25773,134,870.91,2023-06-19,Lonnard,1974-08-13
364,26000,106,561.78,2023-06-19,Chip,2025-09-05
590,26128,124,1094.2,2023-06-19,Diana,1969-09-30
473,26328,107,69.67,2023-06-19,Aloisia,2016-06-19
893,26383,104,597.5,2023-06-19,Daphene,1961-01-18
494,26455,138,844.79,2023-06-19,Boy,1975-06-08
694,26600,137,74.24,2023-06-19,Luigi,2021-06-09
586,26692,127,658.53,2023-06-19,Carrissa,1974-07-09
525,26697,126,446.79,2023-06-19,Kaleena,1981-02-28
548,26732,122,121.22,2023-06-19,Pauli,2001-07-04
879,27345,123,1121.66,2023-06-19,Karin,1951-12-14
448,27462,134,405.87,2023-06-19,Gabriellia,2014-05-27
918,27650,136,227.58,2023-06-19,Yvor,1979-04-30
364,27935,149,1429.47,2023-06-19,Chip,2025-09-05
234,28007,140,958.95,2023-06-19,Cordell,2006-03-11
338,28076,130,624.93,2023-06-19,Lethia,2022-04-12
730,28316,113,1131.69,2023-06-19,Valeria,1977-01-27
738,28332,136,1066.95,2023-06-19,Rayna,1990-08-26
226,28434,117,510.66,2023-06-19,Corbie,1983-09-25
275,28603,141,335.56,2023-06-19,Truman,2018-07-18
777,28783,114,125.58,2023-06-19,Zorina,1955-10-11
580,28960,109,848.43,2023-06-19,Jeno,2022-05-22
867,29364,124,1346.44,2023-06-19,Wildon,1997-11-23
244,29566,105,876.82,2023-06-19,Colin,2018-02-17
483,29707,132,910.67,2023-06-19,Jan,2009-03-28
981,29816,144,660.69,2023-06-19,Garik,2013-05-04
185,29993,119,1212.83,2023-06-19,Saree,1957-05-24
977,30272,138,26.96,2023-06-19,Mikel,2004-02-07
278,30376,117,281.96,2023-06-19,Grissel,2019-01-13
175,30726,143,260.59,2023-06-19,Josephine,1960-01-23
778,31016,104,727.92,2023-06-19,Tove,2001-12-15
276,31683,126,708.23,2023-06-19,Victor,1990-09-03
33,31809,126,278.86,2023-06-19,Tyson,1956-01-05
147,32012,100,85.55,2023-06-19,Aveline,1995-03-10
282,32489,121,1161.61,2023-06-19,Natal,1960-07-15
787,32942,128,64.23,2023-06-19,Haven,2020-01-17
38,33324,108,898.93,2023-06-19,Kimbell,2004-11-08
382,33387,148,1194.84,2023-06-19,Yevette,2019-08-19
798,33766,105,1298.65,2023-06-19,Yvonne,1982-05-28
389,33789,136,1031.22,2023-06-19,Ulrick,1988-02-11
588,33799,107,1155.8,2023-06-19,Koressa,2023-02-24
691,33881,140,1443.84,2023-06-19,Leticia,1986-07-27
98,34056,121,1094.36,2023-06-19,Evangelin,1964-09-25
372,34146,140,479.71,2023-06-19,Myron,2019-12-19
75,34262,140,153.6,2023-06-19,Tamra,1976-03-27
501,34506,137,1208.12,2023-06-19,Berty,1979-06-01
611,34551,116,622.18,2023-06-19,Baird,1952-11-27
180,34793,102,1113.36,2023-06-19,Lilia,1999-11-17
173,34958,111,1319.97,2023-06-19,Clementina,1961-12-07
897,34991,139,457.29,2023-06-19,Kelly,1957-09-18
690,35075,118,1345.27,2023-06-19,Timofei,2009-08-12
774,35169,113,1028.59,2023-06-19,Carole,1980-10-16
795,35675,142,16.13,2023-06-19,Fanny,1993-06-25
601,35716,106,810.46,2023-06-19,Dionisio,2019-03-20
276,36196,117,1352.99,2023-06-19,Victor,1990-09-03
686,36211,102,1494.05,2023-06-19,Rhetta,2019-02-24
825,36216,150,1063.7,2023-06-19,Richard,1956-10-28
705,36333,108,535.4,2023-06-19,Cad,1992-11-08
969,36686,133,534.47,2023-06-19,Julia,1959-06-03
346,36841,138,1484.53,2023-06-19,Griffie,1969-02-10
616,36913,143,235.32,2023-06-19,Nikkie,2025-08-14
893,37332,125,604.18,2023-06-19,Daphene,1961-01-18
376,38297,142,1431.51,2023-06-19,Ranna,1967-03-09
266,38382,100,1422.05,2023-06-19,Nanette,1969-03-07
15,38410,140,1070.65,2023-06-19,Seumas,1981-10-19
316,38422,105,564.18,2023-06-19,Ailis,1961-04-13
399,38629,139,59.34,2023-06-19,Torr,1950-04-13
