cliente_id,venda_id,produto_id,valor,data_venda,nome,data_nascimento
18,1,124,215.07,2023-02-22,Patty,1996-12-23
184,220,105,996.48,2023-02-22,Becca,2006-01-01
769,233,100,580.28,2023-02-22,Kent,2019-08-05
117,838,132,148.63,2023-02-22,Abey,2014-10-16
798,854,120,1286.3,2023-02-22,Yvonne,1982-05-28
465,913,142,633.62,2023-02-22,Jarrad,1978-04-14
736,1373,107,144.29,2023-02-22,Alric,2001-07-24
281,1557,115,1318.26,2023-02-22,Madelaine,1966-01-05
850,1755,125,1170.89,2023-02-22,Randell,2017-01-29
635,1869,104,1332.42,2023-02-22,Rubina,1972-01-11
145,1983,122,451.88,2023-02-22,Giustino,2001-01-19
334,1990,128,916.68,2023-02-22,Jordan,2001-11-17
760,2055,100,1359.81,2023-02-22,Kendre,1962-03-02
951,2145,103,209.29,2023-02-22,Junia,1960-05-29
705,2761,109,168.04,2023-02-22,Cad,1992-11-08
813,2782,136,73.02,2023-02-22,Sal,1960-11-15
439,3048,136,1319.72,2023-02-22,Dolorita,1965-10-15
614,3290,106,482.58,2023-02-22,Coriss,2018-12-23
948,3398,135,1164.26,2023-02-22,Aurie,1985-06-22
329,4055,128,511.1,2023-02-22,Zenia,1969-10-15
654,4548,142,960.39,2023-02-22,Skip,2019-07-24
275,4633,143,306.67,2023-02-22,Truman,2018-07-18
119,4983,137,241.03,2023-02-22,Mendie,1993-11-08
548,5087,128,1054.31,2023-02-22,Pauli,2001-07-04
714,5092,111,823.61,2023-02-22,Michelle,1965-08-11
550,5205,149,759.95,2023-02-22,Carilyn,2019-10-02
380,5320,139,1078.01,2023-02-22,Sheryl,1978-02-04
779,6269,142,519.2,2023-02-22,Nehemiah,2019-08-15
14,6283,149,550.29,2023-02-22,Basile,2017-05-02
383,6501,115,380.0,2023-02-22,Hollie,1976-01-11
889,6809,120,1255.4,2023-02-22,Javier,1979-03-11
215,6942,123,629.64,2023-02-22,Clayborn,2001-09-18
848,6963,143,1480.87,2023-02-22,Oralee,1969-06-28
323,7482,134,814.13,2023-02-22,Codee,2000-07-01
595,7701,141,893.45,2023-02-22,Nissa,1980-03-06
740,8125,100,1109.8,2023-02-22,Trefor,2024-08-02
153,8310,104,155.92,2023-02-22,Bobette,1985-07-30
800,8512,141,894.97,2023-02-22,Jaimie,1999-12-11
534,8609,140,108.95,2023-02-22,Darryl,1951-06-30
877,8716,128,134.47,2023-02-22,Viviene,1957-01-05
374,8842,128,393.35,2023-02-22,Marice,1958-01-30
264,8926,102,1016.36,2023-02-22,Leicester,2011-09-07
970,8977,128,305.58,2023-02-22,Burlie,2018-06-28
701,9248,133,1112.98,2023-02-22,Ina,1976-08-03
618,9537,122,1384.68,2023-02-22,Buddy,1998-08-09
950,9717,104,1090.21,2023-02-22,Stacey,2016-04-27
396,10081,115,508.24,2023-02-22,Lonnard,1974-08-13
654,10133,137,465.17,2023-02-22,Skip,2019-07-24
949,10203,126,430.04,2023-02-22,Bat,2001-07-19
382,10300,135,564.94,2023-02-22,Yevette,2019-08-19
