cliente_id,venda_id,produto_id,valor,data_venda,nome,data_nascimento
949,40,124,177.44,2023-05-22,Bat,2001-07-19
364,152,135,14.76,2023-05-22,Chip,2025-09-05
642,342,149,1326.37,2023-05-22,Eugenia,1993-06-09
330,377,123,832.81,2023-05-22,Ivett,1995-11-30
423,392,139,218.1,2023-05-22,Currie,1973-08-08
442,762,133,555.65,2023-05-22,Flore,2005-01-05
144,906,107,281.36,2023-05-22,Darby,1955-01-31
642,1294,123,745.13,2023-05-22,Eugenia,1993-06-09
496,1331,121,536.61,2023-05-22,Layla,2012-12-30
702,1369,143,1370.65,2023-05-22,Edyth,1991-05-22
709,1552,137,144.08,2023-05-22,Langsdon,1973-02-10
946,1586,150,311.23,2023-05-22,Chad,1957-11-27
596,1651,150,114.16,2023-05-22,Westleigh,1957-01-01
469,2036,141,846.38,2023-05-22,Piper,1955-02-21
388,2100,120,780.37,2023-05-22,Sandye,1979-07-19
10,2131,149,341.4,2023-05-22,Shurwood,1964-11-26
316,2227,103,817.58,2023-05-22,Ailis,1961-04-13
711,2245,125,1364.51,2023-05-22,Clementine,2015-09-18
70,2356,113,870.86,2023-05-22,Anne,2006-01-29
1000,2515,122,1218.8,2023-05-22,Clayton,1958-07-16
223,2637,143,1303.82,2023-05-22,Abigail,2005-04-14
588,2880,138,534.38,2023-05-22,Koressa,2023-02-24
481,2881,128,142.53,2023-05-22,Siouxie,1976-11-14
641,3099,103,179.23,2023-05-22,Christin,1996-09-04
994,3454,136,585.0,2023-05-22,Gregoire,1962-05-18
331,3584,139,1170.44,2023-05-22,Misty,2012-11-02
891,3593,120,363.24,2023-05-22,Sherman,1960-09-10
80,3687,125,180.81,2023-05-22,Elliot,1998-06-20
445,3749,116,822.02,2023-05-22,Tildy,1971-03-19
865,3791,100,793.76,2023-05-22,Sarita,2003-09-28
166,3835,122,467.96,2023-05-22,Abran,2008-08-19
190,3872,112,749.47,2023-05-22,Vassily,1994-07-31
900,3876,114,1295.73,2023-05-22,Atalanta,1957-01-26
587,4029,102,767.65,2023-05-22,Liliane,2008-10-26
964,4673,121,1163.83,2023-05-22,D'arcy,1955-05-05
851,4791,107,1120.83,2023-05-22,Floria,1986-07-22
351,4874,101,56.78,2023-05-22,Abagail,1983-08-18
750,4935,119,965.55,2023-05-22,Cynthia,2021-06-14
82,4969,101,487.05,2023-05-22,Dolly,1996-04-21
947,5038,136,609.19,2023-05-22,Ethel,1968-01-27
237,5591,148,879.01,2023-05-22,Far,2015-04-29
671,5677,106,465.63,2023-05-22,Rudie,2019-05-27
603,5736,137,339.86,2023-05-22,Inge,2015-02-21
96,5791,130,79.8,2023-05-22,Aleksandr,1966-06-19
324,5906,111,1123.31,2023-05-22,Dierdre,1994-01-08
317,6132,137,988.44,2023-05-22,Catherine,1984-09-05
569,6142,145,221.8,2023-05-22,Woodie,2011-10-23
220,6254,125,1288.13,2023-05-22,Tonie,2004-05-04
334,6392,111,734.55,2023-05-22,Jordan,2001-11-17
606,6541,107,842.68,2023-05-22,Duky,1956-09-23
139,6784,139,713.32,2023-05-22,Karlee,1963-07-12
852,6849,131,22.46,2023-05-22,Bessie,1989-05-25
673,7029,104,800.12,2023-05-22,Mickie,1976-04-29
115,7127,112,334.62,2023-05-22,Leandra,1975-03-23
660,7200,107,544.09,2023-05-22,Jamaal,2023-03-08
690,7551,113,367.54,2023-05-22,Timofei,2009-08-12
403,7609,108,222.96,2023-05-22,Dunn,2009-04-30
369,7875,114,906.18,2023-05-22,Dari,1979-01-05
910,8014,102,218.98,2023-05-22,Graig,1964-04-27
456,8021,120,816.88,2023-05-22,Fidelity,1957-11-26
648,8112,116,702.9,2023-05-22,Angie,1953-10-31
258,8177,143,28.02,2023-05-22,Gustav,1987-03-21
499,8383,138,1218.86,2023-05-22,Matias,1954-05-12
60,8558,105,458.47,2023-05-22,Laurence,1974-12-31
394,8999,113,1462.64,2023-05-22,Sharla,2000-07-09
646,9017,113,98.23,2023-05-22,Pall,1968-01-29
64,9384,117,1036.1,2023-05-22,Marris,1969-06-21
904,9846,117,751.83,2023-05-22,Ilaire,1972-08-17
262,9946,136,1431.26,2023-05-22,Nevile,2023-02-23
636,10147,145,701.02,2023-05-22,Nye,1997-07-05
781,10309,126,724.81,2023-05-22,Lurlene,1970-06-03
982,10427,107,365.7,2023-05-22,Adrienne,1971-01-09
697,10642,148,347.67,2023-05-22,Anissa,1993-11-25
552,10735,107,1084.3,2023-05-22,Raina,1984-03-25
801,10992,150,841.37,2023-05-22,Isahella,2014-12-31
580,11142,137,1044.45,2023-05-22,Jeno,2022-05-22
387,11203,118,759.15,2023-05-22,Davina,2023-09-03
619,11321,116,1016.31,2023-05-22,Haroun,1953-08-12
698,11335,132,456.73,2023-05-22,Lucias,2010-08-20
939,11338,139,928.67,2023-05-22,Monti,1987-02-03
863,11345,105,1440.58,2023-05-22,Henry,2005-09-27
700,11367,117,1456.78,2023-05-22,Thebault,1967-04-24
400,11570,145,1128.75,2023-05-22,Townie,1960-12-28
394,11594,115,674.52,2023-05-22,Sharla,2000-07-09
458,11597,149,1399.35,2023-05-22,Reynolds,2002-07-17
41,12436,135,1210.62,2023-05-22,Romy,2002-11-02
699,12677,138,1437.72,2023-05-22,Merrick,1971-02-25
335,12812,137,1218.31,2023-05-22,Shela,2013-02-23
535,12998,142,1387.44,2023-05-22,Haley,1994-01-30
443,13568,100,1328.6,2023-05-22,Vaughn,2023-10-22
535,13601,121,303.93,2023-05-22,Haley,1994-01-30
993,13784,143,1134.93,2023-05-22,Gerhard,1959-09-27
617,13942,145,122.61,2023-05-22,Shelli,1976-08-16
592,14154,131,1338.04,2023-05-22,Zitella,2019-01-14
791,14167,129,1292.53,2023-05-22,Rainer,2002-08-19
845,14668,144,343.25,2023-05-22,Maureen,2006-09-23
778,14850,139,1390.18,2023-05-22,Tove,2001-12-15
202,14851,135,1084.17,2023-05-22,Joanie,1954-11-15
