cliente_id,venda_id,produto_id,valor,data_venda,nome,data_nascimento
369,54,129,865.57,2023-01-22,Dari,1979-01-05
859,660,123,1238.41,2023-01-22,Simeon,1961-09-23
751,713,149,1131.96,2023-01-22,Sean,1986-09-01
218,938,130,485.67,2023-01-22,Margalit,2021-07-18
668,988,100,910.35,2023-01-22,Nahum,1999-04-08
593,1091,146,1059.45,2023-01-22,Almire,1987-05-18
377,1328,119,1363.51,2023-01-22,Tommie,1951-08-14
529,1558,141,1000.17,2023-01-22,Shae,2019-06-30
119,1561,119,216.59,2023-01-22,Mendie,1993-11-08
245,2045,118,435.57,2023-01-22,Harry,1966-02-05
74,2213,115,501.53,2023-01-22,Prescott,2014-11-28
835,2374,135,1070.13,2023-01-22,Kylila,2008-12-10
475,2456,110,823.95,2023-01-22,Tammie,1958-03-01
615,2692,104,1440.81,2023-01-22,Herbie,1974-05-14
861,2719,127,899.91,2023-01-22,Hewitt,2003-10-26
643,3372,129,687.89,2023-01-22,Aurora,2018-12-21
986,3487,113,1456.17,2023-01-22,Ilaire,1968-03-06
560,3534,150,1492.93,2023-01-22,Corbett,1953-10-12
300,3599,105,1299.76,2023-01-22,Jacklin,2021-08-03
762,3775,133,439.22,2023-01-22,Leonerd,1998-07-29
928,3934,101,804.85,2023-01-22,Ingeberg,1962-02-08
761,4100,134,524.43,2023-01-22,Sayres,1953-02-18
397,4253,136,902.78,2023-01-22,Simon,1973-11-10
17,4462,105,487.35,2023-01-22,Kin,1998-08-06
709,4612,131,1088.31,2023-01-22,Langsdon,1973-02-10
863,5236,102,437.53,2023-01-22,Henry,2005-09-27
625,5259,115,1004.4,2023-01-22,Berke,1992-01-26
983,5353,117,1084.06,2023-01-22,Collete,1958-02-12
479,5603,123,1044.44,2023-01-22,Gilligan,1992-07-14
43,5699,114,1403.0,2023-01-22,Ammamaria,1950-04-05
775,5737,116,1048.07,2023-01-22,Rebeka,1954-05-02
993,5828,118,715.31,2023-01-22,Gerhard,1959-09-27
966,5845,149,1137.28,2023-01-22,Gerladina,2002-04-20
300,6246,106,382.54,2023-01-22,Jacklin,2021-08-03
634,6512,140,564.3,2023-01-22,Val,1988-10-24
834,6754,150,1232.43,2023-01-22,Izzy,1954-11-21
776,7106,135,200.06,2023-01-22,Henrik,1996-08-09
215,7298,108,1189.91,2023-01-22,Clayborn,2001-09-18
739,7774,147,897.67,2023-01-22,Netty,2004-07-13
649,8367,141,1039.1,2023-01-22,Roy,1956-01-19
840,8406,114,1071.0,2023-01-22,Ahmed,1966-06-04
876,8492,120,1460.8,2023-01-22,Nigel,1970-11-28
487,8623,130,135.33,2023-01-22,Esdras,1965-03-06
948,8736,107,554.7,2023-01-22,Aurie,1985-06-22
953,9010,139,650.93,2023-01-22,Zulema,1974-08-05
696,9103,100,598.04,2023-01-22,Florry,1956-10-29
216,9630,118,946.26,2023-01-22,Nina,2013-04-12
393,9821,124,599.17,2023-01-22,Fairfax,1987-09-29
200,10559,139,450.19,2023-01-22,Granville,1983-05-18
359,10750,116,498.08,2023-01-22,Rosene,2012-08-19
458,10956,133,301.21,2023-01-22,Reynolds,2002-07-17
898,11119,130,769.69,2023-01-22,Ado,2012-04-03
313,11310,130,58.49,2023-01-22,Bruno,1996-09-17
254,11691,126,1279.55,2023-01-22,Sandor,1972-06-10
387,11756,149,349.46,2023-01-22,Davina,2023-09-03
758,11804,121,234.12,2023-01-22,Dyann,1984-07-17
977,11843,125,1175.81,2023-01-22,Mikel,2004-02-07
790,12113,146,493.27,2023-01-22,Perri,2022-12-20
130,12402,148,272.16,2023-01-22,Joby,1991-11-10
892,12532,115,1431.26,2023-01-22,Melisandra,2018-06-06
958,12599,143,1021.98,2023-01-22,Alice,1950-01-13
329,12638,106,487.68,2023-01-22,Zenia,1969-10-15
163,13046,102,1413.62,2023-01-22,Raynor,1997-02-12
895,13258,141,19.88,2023-01-22,Nobie,2021-08-08
200,13277,110,276.23,2023-01-22,Granville,1983-05-18
789,13288,100,341.45,2023-01-22,Yoshiko,1971-08-10
514,13531,132,593.94,2023-01-22,Andres,1994-01-29
895,13587,147,783.84,2023-01-22,Nobie,2021-08-08
91,13765,108,667.05,2023-01-22,Damian,2012-07-17
345,13838,121,1361.11,2023-01-22,Jacques,1982-08-28
966,13885,114,776.7,2023-01-22,Gerladina,2002-04-20
281,13914,102,1316.94,2023-01-22,Madelaine,1966-01-05
516,14231,106,463.43,2023-01-22,Alejoa,2002-10-15
24,14239,144,389.06,2023-01-22,Sascha,1987-02-24
964,14521,101,1054.42,2023-01-22,D'arcy,1955-05-05
896,14695,110,795.69,2023-01-22,Belicia,1966-07-15
992,14758,115,17.14,2023-01-22,Bennie,1987-12-26
818,14838,139,186.26,2023-01-22,Deana,1961-04-27
441,14942,111,532.1,2023-01-22,Iain,1982-11-10
712,15109,113,1266.99,2023-01-22,Aluin,2011-07-09
555,15759,107,885.84,2023-01-22,Rhoda,1989-02-13
980,15980,111,1031.38,2023-01-22,Lynnet,1950-02-20
227,16075,120,109.09,2023-01-22,Cale,2014-10-02
290,16558,107,681.9,2023-01-22,Monroe,2017-02-14
288,16979,118,1463.72,2023-01-22,Tarrance,1993-08-12
408,17001,135,1452.68,2023-01-22,Cory,2000-11-15
290,17099,108,29.11,2023-01-22,Monroe,2017-02-14
625,17148,138,1491.36,2023-01-22,Berke,1992-01-26
700,17299,145,580.61,2023-01-22,Thebault,1967-04-24
833,17377,115,1476.91,2023-01-22,Etty,1962-12-07
790,17417,117,1102.98,2023-01-22,Perri,2022-12-20
215,17828,100,727.6,2023-01-22,Clayborn,2001-09-18
54,17913,127,551.97,2023-01-22,Vicky,2002-12-06
439,17953,121,1184.58,2023-01-22,Dolorita,1965-10-15
396,17965,108,1290.78,2023-01-22,Lonnard,1974-08-13
993,18016,104,921.38,2023-01-22,Gerhard,1959-09-27
710,18231,107,233.43,2023-01-22,Katerina,1990-08-11
453,18238,134,172.16,2023-01-22,Umeko,1982-09-07
458,18805,123,1382.51,2023-01-22,Reynolds,2002-07-17
786,18986,101,57.69,2023-01-22,Bethina,1988-03-05
319,19037,103,587.91,2023-01-22,Dolf,1959-07-21
134,19363,110,33.76,2023-01-22,Gilbertine,1956-04-26
432,19644,147,1308.71,2023-01-22,Belle,1962-06-24
614,19705,145,176.69,2023-01-22,Coriss,2018-12-23
739,19881,142,1387.1,2023-01-22,Netty,2004-07-13
406,19920,106,1497.01,2023-01-22,Margret,1974-10-07
169,20121,105,392.46,2023-01-22,Lucas,1990-04-23
810,20164,125,594.21,2023-01-22,Aile,2003-06-23
914,20203,111,905.53,2023-01-22,Jilleen,2015-04-21
400,20286,118,1407.08,2023-01-22,Townie,1960-12-28
537,21207,137,76.67,2023-01-22,Drud,1976-05-15
852,21215,132,1494.2,2023-01-22,Bessie,1989-05-25
738,21400,100,1203.19,2023-01-22,Rayna,1990-08-26
116,21995,145,150.26,2023-01-22,Magdalen,1954-08-24
375,22101,145,721.24,2023-01-22,Waldo,1996-07-11
433,22388,138,1168.43,2023-01-22,Stillman,1966-09-26
912,22484,120,164.46,2023-01-22,Jackson,1989-08-02
363,22512,131,409.39,2023-01-22,Sadie,1975-11-26
866,22831,100,1288.6,2023-01-22,Alana,2024-02-24
204,22883,132,183.8,2023-01-22,Dawn,2018-05-23
863,23194,145,150.81,2023-01-22,Henry,2005-09-27
218,23922,123,218.39,2023-01-22,Margalit,2021-07-18
368,23997,120,103.31,2023-01-22,Tod,1990-08-24
500,24223,142,469.22,2023-01-22,Dun,2016-02-18
54,24552,118,938.15,2023-01-22,Vicky,2002-12-06
6,24618,145,143.63,2023-01-22,Chelsie,2004-07-25
299,24664,118,1058.45,2023-01-22,Wheeler,2003-06-21
189,24997,104,290.6,2023-01-22,Quinn,1973-08-27
235,25086,111,1378.53,2023-01-22,Bernete,1982-03-18
491,25109,105,1306.19,2023-01-22,Maynard,1986-03-30
24,25451,109,189.26,2023-01-22,Sascha,1987-02-24
453,25475,139,985.52,2023-01-22,Umeko,1982-09-07
963,25603,138,162.67,2023-01-22,Duff,1998-03-01
510,25700,133,740.74,2023-01-22,Gil,1987-06-17
656,25707,110,1306.72,2023-01-22,Truman,1969-07-06
477,25734,114,1306.06,2023-01-22,Roz,1960-02-03
697,25809,147,55.1,2023-01-22,Anissa,1993-11-25
647,25850,100,1478.91,2023-01-22,Artemis,1951-02-21
436,26121,138,1195.23,2023-01-22,Robinett,1990-02-25
680,26219,143,315.84,2023-01-22,Star,1979-02-15
538,26514,149,1211.17,2023-01-22,Cozmo,1956-08-27
512,26636,113,620.88,2023-01-22,Ogdon,1970-06-01
846,26691,106,49.53,2023-01-22,Fiorenze,1963-02-14
613,26806,112,569.66,2023-01-22,Franciska,2022-12-11
134,27286,133,946.41,2023-01-22,Gilbertine,1956-04-26
853,27560,130,232.14,2023-01-22,Nikoletta,1960-05-12
169,27673,107,552.71,2023-01-22,Lucas,1990-04-23
387,27785,112,521.65,2023-01-22,Davina,2023-09-03
560,28055,119,1215.38,2023-01-22,Corbett,1953-10-12
864,28124,132,714.25,2023-01-22,Christiana,1995-11-18
387,28243,103,303.98,2023-01-22,Davina,2023-09-03
561,28398,136,458.56,2023-01-22,Ludovico,2009-09-15
