cliente_id,venda_id,produto_id,valor,data_venda,nome,data_nascimento
234,8,121,233.82,2023-04-15,Cordell,2006-03-11
461,421,134,437.05,2023-04-15,Gabi,2010-06-23
418,497,117,421.08,2023-04-15,Tann,2006-05-23
985,553,123,1415.6,2023-04-15,Jasen,1982-06-15
175,756,129,1018.56,2023-04-15,Josephine,1960-01-23
662,862,141,683.95,2023-04-15,Gypsy,1998-11-02
60,1021,137,884.95,2023-04-15,Laurence,1974-12-31
775,1048,144,118.14,2023-04-15,Rebeka,1954-05-02
824,1239,127,1228.86,2023-04-15,Eve,2021-02-24
582,1436,124,199.86,2023-04-15,Dominique,2017-03-07
913,1517,102,885.2,2023-04-15,Jerald,1980-12-26
882,1664,113,1090.29,2023-04-15,Dannie,2023-03-30
620,1672,124,1056.26,2023-04-15,Marjory,1979-06-29
587,2035,122,627.9,2023-04-15,Liliane,2008-10-26
640,2556,126,1289.35,2023-04-15,Deanne,1995-07-13
255,2610,105,831.29,2023-04-15,Kendall,1973-10-21
228,2746,109,471.16,2023-04-15,Mattheus,1974-12-18
558,2846,120,1027.2,2023-04-15,Koressa,2016-12-22
279,2994,122,1019.38,2023-04-15,Arman,1972-09-23
969,3071,147,520.41,2023-04-15,Julia,1959-06-03
2,3344,147,1185.13,2023-04-15,Jazmin,1959-09-13
517,3377,104,661.4,2023-04-15,Louis,2015-04-22
594,3478,130,959.32,2023-04-15,Morgun,1957-08-14
960,3489,104,925.93,2023-04-15,Dante,2020-09-26
457,3525,150,94.79,2023-04-15,Alejandrina,2015-02-24
467,3606,140,1015.36,2023-04-15,Maisey,1987-01-02
146,3611,146,1171.23,2023-04-15,Brynn,1987-10-23
411,3766,104,556.93,2023-04-15,Kali,1986-11-14
190,3785,115,162.22,2023-04-15,Vassily,1994-07-31
399,4017,108,1009.49,2023-04-15,Torr,1950-04-13
9,4045,113,281.57,2023-04-15,Derby,1972-06-12
697,4050,114,448.32,2023-04-15,Anissa,1993-11-25
543,4124,135,480.44,2023-04-15,Madeline,1964-05-17
125,4137,104,465.39,2023-04-15,Braden,1989-05-19
790,4218,138,78.16,2023-04-15,Perri,2022-12-20
27,4383,118,11.17,2023-04-15,Judi,1965-04-24
931,4630,144,899.7,2023-04-15,Rudy,2013-05-21
293,4837,150,1423.01,2023-04-15,Kimberly,2021-07-28
673,5283,100,1361.75,2023-04-15,Mickie,1976-04-29
835,5455,139,264.21,2023-04-15,Kylila,2008-12-10
72,5870,116,1141.15,2023-04-15,Donna,1977-12-27
295,5947,137,636.15,2023-04-15,Sampson,2000-08-15
844,5970,118,580.21,2023-04-15,Anabella,2025-03-05
396,6077,117,55.91,2023-04-15,Lonnard,1974-08-13
603,6200,142,1408.13,2023-04-15,Inge,2015-02-21
487,6307,122,796.07,2023-04-15,Esdras,1965-03-06
553,6611,101,357.36,2023-04-15,Fabe,1981-03-10
995,6638,126,736.97,2023-04-15,Coleman,1959-11-16
446,6733,138,400.1,2023-04-15,Leticia,1959-02-13
945,6828,135,827.16,2023-04-15,Chris,1954-05-21
818,6837,130,184.54,2023-04-15,Deana,1961-04-27
122,6878,145,1035.11,2023-04-15,Deidre,1979-07-08
129,6900,132,91.39,2023-04-15,Eva,1956-01-01
203,6964,148,105.79,2023-04-15,Nance,1981-02-22
707,7006,140,1308.59,2023-04-15,Leela,1983-11-10
80,8188,106,1496.38,2023-04-15,Elliot,1998-06-20
774,8347,104,728.22,2023-04-15,Carole,1980-10-16
769,8475,100,245.64,2023-04-15,Kent,2019-08-05
100,8491,122,405.52,2023-04-15,Nichols,1985-10-07
846,8547,144,867.78,2023-04-15,Fiorenze,1963-02-14
614,8660,122,494.68,2023-04-15,Coriss,2018-12-23
712,8858,101,955.95,2023-04-15,Aluin,2011-07-09
31,8906,131,1295.03,2023-04-15,Aguste,1992-10-03
680,9578,134,646.5,2023-04-15,Star,1979-02-15
959,9582,118,397.42,2023-04-15,Clarette,2008-02-17
991,10454,141,64.64,2023-04-15,Theadora,1955-03-29
142,10865,125,219.78,2023-04-15,Hasheem,1986-03-31
