cliente_id,venda_id,produto_id,valor,data_venda,nome,data_nascimento
99,170,116,1344.38,2023-05-23,Tommy,1968-07-07
88,613,130,945.59,2023-05-23,Lucky,1964-03-01
19,774,113,678.53,2023-05-23,Finlay,1963-01-28
137,1336,146,1202.87,2023-05-23,Cristy,1975-03-18
784,1337,107,944.11,2023-05-23,Cherie,1999-11-11
729,1545,104,1232.93,2023-05-23,Jsandye,2021-07-17
842,1623,139,1432.6,2023-05-23,Georgie,1984-05-08
388,1638,124,754.11,2023-05-23,Sandye,1979-07-19
158,1738,134,265.21,2023-05-23,Louise,1976-04-27
840,1749,125,209.15,2023-05-23,Ahmed,1966-06-04
177,1831,114,1371.49,2023-05-23,Joseph,1971-07-08
190,2258,107,1339.52,2023-05-23,Vassily,1994-07-31
126,2292,114,1253.16,2023-05-23,Dominic,1997-11-12
540,2686,148,660.34,2023-05-23,Karlik,1983-09-16
844,2838,148,221.15,2023-05-23,Anabella,2025-03-05
530,2872,130,1022.23,2023-05-23,Harmon,1955-11-15
463,2940,140,986.24,2023-05-23,Gaylor,1955-04-24
188,2945,118,233.43,2023-05-23,Sandro,2013-07-21
887,3006,130,104.04,2023-05-23,Lennie,2009-08-27
613,3180,139,1445.23,2023-05-23,Franciska,2022-12-11
632,3353,115,1073.14,2023-05-23,Thane,1953-02-27
771,3374,109,1275.14,2023-05-23,Conrad,1957-03-08
605,3379,138,542.93,2023-05-23,Casar,1993-03-09
499,3577,110,601.74,2023-05-23,Matias,1954-05-12
446,3680,145,1304.23,2023-05-23,Leticia,1959-02-13
849,3716,110,913.07,2023-05-23,Bink,2012-08-06
198,4053,132,415.22,2023-05-23,Briney,1990-04-12
754,4226,128,1017.06,2023-05-23,Eda,1967-10-03
26,4446,131,1132.76,2023-05-23,Taber,1978-01-03
48,4495,106,1393.09,2023-05-23,Jillie,1973-11-20
186,4714,149,382.86,2023-05-23,Janel,1996-02-09
445,4823,115,1187.65,2023-05-23,Tildy,1971-03-19
471,4890,123,529.98,2023-05-23,Franny,1955-09-11
260,5206,130,654.02,2023-05-23,Yetty,1967-01-10
813,5344,123,956.53,2023-05-23,Sal,1960-11-15
77,5459,147,529.31,2023-05-23,Hyatt,1965-12-30
234,5729,134,1316.02,2023-05-23,Cordell,2006-03-11
574,5777,120,1350.94,2023-05-23,Bram,1988-05-08
262,6207,139,593.38,2023-05-23,Nevile,2023-02-23
570,6208,115,381.52,2023-05-23,Natividad,2005-10-13
807,6625,101,938.27,2023-05-23,Viola,2013-07-22
176,6847,132,279.49,2023-05-23,Thalia,1962-03-17
780,7031,113,1065.65,2023-05-23,Dennet,2025-05-23
739,7061,144,875.33,2023-05-23,Netty,2004-07-13
81,7178,127,477.68,2023-05-23,Doy,1992-10-09
364,7225,116,479.82,2023-05-23,Chip,2025-09-05
616,7289,126,1268.72,2023-05-23,Nikkie,2025-08-14
202,7616,138,1037.97,2023-05-23,Joanie,1954-11-15
32,7710,111,1177.57,2023-05-23,Cary,1980-05-17
729,7892,147,1366.73,2023-05-23,Jsandye,2021-07-17
767,7940,111,867.09,2023-05-23,Giuseppe,1957-10-28
610,8035,126,542.29,2023-05-23,Vale,2009-04-05
569,8119,144,118.72,2023-05-23,Woodie,2011-10-23
678,8370,137,1243.72,2023-05-23,Finley,1982-04-15
196,8758,126,70.04,2023-05-23,Melodie,1975-12-01
532,8788,121,346.08,2023-05-23,Nil,1987-12-18
925,8826,122,744.41,2023-05-23,Donalt,1955-12-23
587,9124,132,1447.95,2023-05-23,Liliane,2008-10-26
25,9186,115,878.24,2023-05-23,Ashlan,2022-01-10
13,9214,144,812.51,2023-05-23,Harold,1999-09-10
465,9385,118,1154.9,2023-05-23,Jarrad,1978-04-14
235,9724,113,617.31,2023-05-23,Bernete,1982-03-18
115,9856,119,154.84,2023-05-23,Leandra,1975-03-23
345,9931,148,873.64,2023-05-23,Jacques,1982-08-28
113,9979,125,1460.89,2023-05-23,Dominique,1956-08-17
572,10265,123,715.42,2023-05-23,Odelle,2020-06-12
227,10369,107,124.42,2023-05-23,Cale,2014-10-02
739,10634,123,1217.95,2023-05-23,Netty,2004-07-13
818,10713,107,158.64,2023-05-23,Deana,1961-04-27
2,10952,101,896.51,2023-05-23,Jazmin,1959-09-13
421,11086,137,1043.82,2023-05-23,Cristian,2022-05-24
568,11104,100,583.39,2023-05-23,Bastien,2011-10-06
658,11314,109,505.69,2023-05-23,Mildrid,1978-12-05
428,11346,133,348.57,2023-05-23,Jervis,2025-04-04
444,11701,143,402.93,2023-05-23,Demott,2011-04-20
215,12323,104,47.89,2023-05-23,Clayborn,2001-09-18
565,12551,124,447.2,2023-05-23,Minna,1984-04-01
708,12797,124,1420.61,2023-05-23,Alfi,2007-11-13
625,13005,132,1427.8,2023-05-23,Berke,1992-01-26
487,13087,135,334.46,2023-05-23,Esdras,1965-03-06
6,13331,116,1052.83,2023-05-23,Chelsie,2004-07-25
530,13415,138,1443.38,2023-05-23,Harmon,1955-11-15
873,13579,113,433.52,2023-05-23,Meredithe,2009-02-07
958,13593,129,100.97,2023-05-23,Alice,1950-01-13
363,13781,144,217.02,2023-05-23,Sadie,1975-11-26
