cliente_id,venda_id,produto_id,valor,data_venda,nome,data_nascimento
681,17,121,437.17,2023-06-07,Ben,1958-10-18
117,234,100,630.88,2023-06-07,Abey,2014-10-16
923,518,147,1195.94,2023-06-07,Granger,1979-06-23
854,646,106,1228.92,2023-06-07,Langston,2006-06-27
35,1014,101,887.12,2023-06-07,Evelyn,1951-12-24
76,1359,112,66.14,2023-06-07,Gilligan,1987-03-07
989,3438,112,1306.45,2023-06-07,Louella,1974-08-19
334,3612,149,1012.43,2023-06-07,Jordan,2001-11-17
372,3863,125,895.37,2023-06-07,Myron,2019-12-19
114,3868,112,1032.97,2023-06-07,Darrin,1992-03-19
210,3957,108,908.4,2023-06-07,Rivalee,1981-03-31
970,4102,112,594.56,2023-06-07,Burlie,2018-06-28
469,4110,121,256.97,2023-06-07,Piper,1955-02-21
636,4191,113,675.42,2023-06-07,Nye,1997-07-05
984,4453,101,602.18,2023-06-07,Coletta,1993-08-26
543,4468,109,95.12,2023-06-07,Madeline,1964-05-17
977,4480,134,1426.17,2023-06-07,Mikel,2004-02-07
716,4697,125,1204.05,2023-06-07,Gabriele,1950-09-11
95,4832,121,839.56,2023-06-07,Maribeth,1994-05-16
855,4898,148,161.95,2023-06-07,Nancee,2011-10-19
88,5124,108,333.01,2023-06-07,Lucky,1964-03-01
353,5329,101,381.88,2023-06-07,Claudelle,2015-03-27
82,5426,104,115.53,2023-06-07,Dolly,1996-04-21
188,5487,111,396.97,2023-06-07,Sandro,2013-07-21
635,5576,119,451.4,2023-06-07,Rubina,1972-01-11
399,5642,107,705.98,2023-06-07,Torr,1950-04-13
622,5663,133,1172.28,2023-06-07,Andromache,2004-12-29
545,5689,100,1397.98,2023-06-07,Ranee,2025-09-24
570,5785,125,89.89,2023-06-07,Natividad,2005-10-13
615,6048,123,307.85,2023-06-07,Herbie,1974-05-14
197,6063,118,595.14,2023-06-07,Mariya,2021-01-27
157,6362,118,170.92,2023-06-07,Marthena,1975-11-05
175,6698,107,15.79,2023-06-07,Josephine,1960-01-23
473,6729,102,1491.45,2023-06-07,Aloisia,2016-06-19
488,6778,147,1217.91,2023-06-07,Fowler,1991-11-19
62,6844,132,126.85,2023-06-07,Roby,1970-03-29
624,7124,128,1359.23,2023-06-07,Shalna,1986-11-04
931,7566,118,1405.19,2023-06-07,Rudy,2013-05-21
713,7650,139,38.07,2023-06-07,Isahella,1975-06-18
861,7658,141,790.6,2023-06-07,Hewitt,2003-10-26
326,7666,112,1370.62,2023-06-07,Ralina,1969-05-30
171,8001,139,1403.57,2023-06-07,Reinaldo,1987-07-13
630,8149,150,1059.99,2023-06-07,Billy,1973-09-02
746,8255,113,966.57,2023-06-07,Gwenni,2008-03-27
712,8361,123,859.43,2023-06-07,Aluin,2011-07-09
5,8566,127,360.85,2023-06-07,Derrek,1969-12-30
965,8802,132,687.23,2023-06-07,Neddie,1980-08-28
961,9066,138,1143.58,2023-06-07,Auberta,1969-05-25
995,9136,133,1360.63,2023-06-07,Coleman,1959-11-16
552,9273,139,705.16,2023-06-07,Raina,1984-03-25
75,9297,134,1364.35,2023-06-07,Tamra,1976-03-27
505,9299,105,713.55,2023-06-07,Carolin,2012-03-22
526,9360,115,1027.29,2023-06-07,Keven,1979-12-15
217,9401,117,1088.43,2023-06-07,Nat,1965-04-25
755,9525,116,264.7,2023-06-07,Sybyl,1998-11-04
525,9602,117,803.09,2023-06-07,Kaleena,1981-02-28
892,9681,147,488.27,2023-06-07,Melisandra,2018-06-06
360,9749,102,379.23,2023-06-07,Jaynell,1992-07-06
826,9999,110,1201.14,2023-06-07,Wilbert,2011-10-21
139,10003,115,446.99,2023-06-07,Karlee,1963-07-12
86,10047,114,497.88,2023-06-07,Hillie,2004-05-12
944,10064,143,97.95,2023-06-07,Kelbee,1995-02-23
939,10184,129,144.47,2023-06-07,Monti,1987-02-03
475,10438,105,340.38,2023-06-07,Tammie,1958-03-01
344,10598,124,1193.61,2023-06-07,Langston,1958-01-05
912,10764,147,1255.8,2023-06-07,Jackson,1989-08-02
316,10797,126,611.27,2023-06-07,Ailis,1961-04-13
802,10871,143,189.58,2023-06-07,Verna,2021-06-02
253,10888,138,306.82,2023-06-07,Karen,1956-09-25
770,10937,150,1320.7,2023-06-07,Lawton,1958-03-29
741,11183,126,571.34,2023-06-07,Weber,1962-04-20
746,11339,127,326.91,2023-06-07,Gwenni,2008-03-27
745,11414,113,1178.91,2023-06-07,Felicdad,1998-07-23
609,11739,135,847.38,2023-06-07,Dehlia,1965-12-12
113,11910,150,726.43,2023-06-07,Dominique,1956-08-17
694,12151,132,946.27,2023-06-07,Luigi,2021-06-09
700,12578,117,139.06,2023-06-07,Thebault,1967-04-24
389,12716,147,1115.52,2023-06-07,Ulrick,1988-02-11
924,12779,134,1484.25,2023-06-07,Corly,1991-12-07
171,12842,114,56.94,2023-06-07,Reinaldo,1987-07-13
279,13053,141,1024.31,2023-06-07,Arman,1972-09-23
565,13152,111,877.33,2023-06-07,Minna,1984-04-01
351,13666,104,1085.93,2023-06-07,Abagail,1983-08-18
188,14902,114,335.97,2023-06-07,Sandro,2013-07-21
369,15106,132,775.53,2023-06-07,Dari,1979-01-05
662,15162,134,866.62,2023-06-07,Gypsy,1998-11-02
972,15238,123,1009.03,2023-06-07,Dalila,2013-04-27
766,15335,150,1297.81,2023-06-07,Tamarra,1954-05-12
605,15615,146,875.85,2023-06-07,Casar,1993-03-09
82,15647,124,1425.29,2023-06-07,Dolly,1996-04-21
507,16011,112,786.92,2023-06-07,Stern,1980-02-25
417,16082,121,10.38,2023-06-07,Shane,2025-04-30
230,16313,104,63.76,2023-06-07,Dore,2001-04-16
264,16573,144,48.52,2023-06-07,Leicester,2011-09-07
